Filename,Extension,File Size
2B2MUHAMMADFAHMIBINMUHAMADZAKIFAQ1,.pdf,522146
2B2MUHAMMADFAHMIBINMUHAMADZAKIFAQ2,.pdf,362744
2B2MUHAMMADFAHMIBINMUHAMADZAKIFAQ3,.pdf,481560
2B2MUHAMMADFAHMIBINMUHAMADZAKIFAQ4,.pdf,363342
2B2MUHAMMADFAHMIBINMUHAMADZAKIFAQ5,.pdf,541486
Final ICT502 August 2021,.pdf,1426756
HospitalProjectDDL (1),.txt,10906
Revision Question ICT502 Answer,.pdf,1014237
ddL,.docx,616807
part 1 + system scope,.docx,39167
part 1,.docx,39079
Part 2 + DDL,.docx,9898941
Part 2,.docx,9295447
system scope,.docx,13237
2B2MUHAMMADFAHMIBINMUHAMADZAKI,.pdf,201619
ANSWER,.docx,1508306
ICT502 TEST 1 MAC-OGOS 21-Question,.docx,41714
photo_2021-05-21_10-10-05,.jpg,97918
Screenshot 2021-05-21 101159,.png,468058
2020498714 chapter 6,.pdf,198088
2020498714 CHAPTER 7,.pdf,138145
2020498714,.pdf,289622
2020498714CHAPTER 9,.docx,148141
2020498714CHAPTER 9,.pdf,223399
2020498714IP Assignment_Mar2021,.pdf,167905
2020498714_CHAPTER 10,.pdf,175682
2020498714_IP Assignment_Mar2021,.docx,35508
2020498714_IP Assignment_Mar2021,.pdf,167905
CHAPTER 1,.docx,135599
CHAPTER 6,.docx,34507
CHAPTER 8,.docx,27228
dadawda,.pdf,3306546
Data Communications and Networking By Behrouz A.Forouzan,.pdf,11363830
Discussion on the importance of the network monitoring software or network,.docx,111013
ESlbzogw2rza,.pdf,8673636
IP Assignment_Mar2021,.docx,29764
JWP Muktamad Julai 2021 (20212) 24 Jun 2021,.pdf,456455
MUHAMMAD FAHMI BIN MUHAMAD ZAKI 2020498714 CS230B2,.pdf,453183
REPORT COMPILED,.docx,536099
REPORT,.docx,543448
REPORT,.pdf,819513
Screenshot 2021-04-13 102157,.png,262077
Screenshot 2021-04-13 102443,.png,128269
Screenshot 2021-04-13 102540,.png,127008
Screenshot 2021-04-13 103001,.png,154642
Screenshot 2021-04-13 103357,.png,86837
Screenshot 2021-04-13 104516,.png,181182
Template ITT 400,.docx,202366
ZABBIX powerpoint,.pptx,67775
~$ Assignment_Mar2021,.docx,162
1,.png,71244
2,.png,51120
2020498714,.pdf,422460
Lab Assignment_Mar2021,.docx,250164
2020498714 Student's Declaration Test 1 ITT400,.docx,77189
test1_2020498714,.pdf,1975787
2020498714,.docx,94342
2020498714,.pdf,104997
2020498714,.pdf,146837
2020498714,.pdf,148741
2020498714,.pdf,128698
finaltest_2020498714,.pdf,1369240
1-Introduction to Data Communication and OSI Model,.pdf,11873158
10-Logical Addressing,.pdf,6657797
2-Data and Signals (1),.pdf,5651586
3-Digital Transmission,.pdf,3378904
4-Analog Transmission (1),.pdf,3798526
5-Transmission Media (1),.pdf,2469654
6-Error Detection and Correction,.pdf,4984999
7-Wired LANs (1),.pdf,3850181
8-Wireless LANs,.pdf,3510489
9-Connecting LANs (1),.pdf,4097422
test2_2020498714,.pdf,1985731
CamScanner 08-09-2021 10.57,.pdf,2310879
CamScanner 08-09-2021 22.48,.pdf,413417
Data group 9 study of hygiene among UITM students,.xlsx,6952
Declaration_and_Cover_Answer_Script_STA416_09082021_student_copy,.docx,31308
Declaration_and_Cover_Answer_Script_STA416_09082021_student_copy,.pdf,103149
"define population, study design",.docx,15074
DSC_5422 copyc,.jpg,118303
ending,.mp4,108537691
Group 9 video study of hygiene of UITM students,.mp4,80029362
Group 9study of personal hygiene among uitm students,.docx,560885
group project video,.mp4,168583124
group project,.pptx,800924
group project1,.pptx,1964846
group project2 (1),.pptx,9600589
group project2 (2),.pptx,13753526
group project2,.pptx,9600589
Hygiene (1),.docx,560691
Hygiene,.docx,561672
intro,.mp4,19136004
LAB 0 - Introduction to Oracle,.pdf,1767776
part 1,.mp4,303728331
part 6 and part 7,.docx,258007
project group,.docx,97219
Q12(1),.pdf,1182304
result 6 & 7,.docx,131764
result part  (1),.pptx,800924
result part ,.pptx,194739
results part,.mp4,63672688
STA416 JAN2018 ANSWER,.pdf,29582442
study of hygiene among uitm students,.docx,561644
Tutorial Approximation-1,.pdf,2703399
Tutorial Approximation-1answer,.pdf,25374139
TUTORIAL NORMAL DISTRIBUTION STUDENT ANSWER (PYQ 2018),.pdf,1722202
WhatsApp Image 2021-05-24 at 14.07.06,.jpeg,337420
ANSWER FINAL MUHAMMAD FAHMI BIN MUHAMAD ZAKI CS2302B2 2020498714,.pdf,2412088
c_cpp_properties,.json,385
launch,.json,701
settings,.json,366
1600406719233,.jpg,12620
1600406908406,.jpg,43305
1600406936569,.jpg,48380
1600488263194,.jpg,63186
1600489865023,.jpg,39859
1600489918809,.jpg,44974
1600520371133,.jpg,14669
1600520371278,.jpg,38512
1600520371451,.jpg,36801
1600520371667,.jpg,42305
1600520371929,.jpg,44783
1600520372210,.jpg,43041
1600520372394,.jpg,49430
1600520372609,.jpg,65009
1600520373842,.jpg,65009
1600520374098,.jpg,59809
1600520374329,.jpg,59403
1600520374787,.jpg,34265
1600520374929,.jpg,18820
1600520375526,.jpg,20805
1600520375728,.jpg,22965
1600520376003,.jpg,18646
1600520377021,.jpg,40404
1600520377179,.jpg,42604
1600520377393,.jpg,44910
1600520377649,.jpg,24280
1600520377824,.jpg,21241
1600520378074,.jpg,61823
1600520378392,.jpg,65006
1600520378741,.jpg,63725
1600520379180,.jpg,56762
1600520379425,.jpg,62785
1600520379577,.jpg,61984
1600520380422,.jpg,56041
1600520380545,.jpg,56542
1600520380779,.jpg,57505
1600520381148,.jpg,58763
1600520381409,.jpg,59958
1600520381679,.jpg,42626
1600520381952,.jpg,29679
1600520382131,.jpg,42258
1600520382504,.jpg,50016
1600520382895,.jpg,42275
1600520383324,.jpg,48374
1600520383643,.jpg,34622
1600520383988,.jpg,37400
1600520384411,.jpg,49138
1600520384578,.jpg,34589
1600520384809,.jpg,28017
1600520469384,.jpg,15889
1600520474352,.jpg,22909
20200620_114106,.jpg,3171462
20200620_114114,.jpg,3757704
20200620_135214,.jpg,4466021
20200620_135309,.jpg,3598581
20200918_132626,.jpg,3047006
20200918_132644,.jpg,4586109
20200918_132647,.jpg,4137174
20200918_132649,.jpg,4378408
20200918_132652,.jpg,4745082
20200918_132831,.jpg,4368436
20200918_132833,.jpg,3685219
20200918_132835,.jpg,4442303
20200918_132902,.jpg,4442948
20200918_132913,.jpg,4659988
20200919_120304,.jpg,5159173
20200919_120339,.jpg,4161215
20200919_120345,.jpg,5519528
20200919_120448_000_02,.jpg,4316749
20200919_120511_000_01,.jpg,3393135
20200919_120511_001_01,.jpg,3708987
20200919_120608,.jpg,4603274
20200919_122651,.jpg,4610365
20200919_122652,.jpg,3511796
20200919_122653,.jpg,3713624
20200919_122656,.jpg,4616681
20200919_122657,.jpg,4700785
20200919_122659,.jpg,4703678
20200919_122700,.jpg,4568256
20200919_122707,.jpg,2908100
20200919_122709,.jpg,3157595
20200919_123112,.jpg,4644019
20200919_123114,.jpg,4918980
20200919_123119,.jpg,4539139
20200919_123125,.jpg,4371421
20200919_123128,.jpg,4712024
20200919_123133,.jpg,4893909
20200919_123725,.jpg,3100609
20201007_090053,.jpg,3656441
20201012_153843,.jpg,3606073
20201015_113135,.jpg,6748164
20201016_221843,.jpg,3538283
20201016_221845,.jpg,3495929
1599368440621,.jpg,12848
1599636917031,.jpg,15935
1599636917211,.jpg,15282
1599636917287,.jpg,15534
1599636917366,.jpg,14879
1599636917463,.jpg,11586
1599636917834,.jpg,11571
1599823802426,.jpg,20667
1599823803012,.jpg,20592
1599823803216,.jpg,22942
Screenshot_20200619-183500,.jpg,168309
Screenshot_20200619-183515,.jpg,213728
Screenshot_20200620-234344,.jpg,276093
Screenshot_20200620-234600,.jpg,371509
Screenshot_20200621-075532,.jpg,182412
Screenshot_20200622-221604,.jpg,463588
Screenshot_20200627-144811,.jpg,380668
Screenshot_20200629-135825,.jpg,94328
Screenshot_20200629-135940,.jpg,119857
Screenshot_20200629-140111,.jpg,194587
Answer MUHAMMAD FAHMI BIN MUHAMAD ZAKI 2020498714,.pdf,130744
articele review,.docx,14988
SET 1 ANSWER SHEET,.docx,33802
copy 1,.pdf,91578
copy2,.pdf,91659
UNIVERSITI TEKNOLOGI MARA - EXAMINATION RESULT,.pdf,174692
UNIVERSITI TEKNOLOGI MARA - EXAMINATION RESULT portrait,.pdf,90851
UNIVERSITI TEKNOLOGI MARA - EXAMINATION RESULT,.pdf,92118
2,.pdf,90127
PELAN PENGAJIAN CS230,.pdf,83336
UNIVERSITI TEKNOLOGI MARA - EXAMINATION RESULT,.pdf,177951
UNIVERSITI TEKNOLOGI MARA - EXAMINATION RESULT,.pdf,173702
495421f1-5c38-47d8-97af-81cdf3b03a4a,.pdf,38663
result,.pdf,188324
CCStopper,.zip,10515
GenP 3.0 Release,.zip,4439066
Cure,.bmp,6968
Skull,.ico,207673
readme,.txt,1132
readme,.txt,1442
readme,.txt,741
README,.txt,1695
train_perfect_preds,.txt,36267
launch,.json,259
launch,.json,1336
icon,.png,4414
icon,.png,1435
icon,.png,1435
ic_lock_lock,.png,1365
close,.pdf,95625
close,.png,2154
Default,.png,7605
GoogleNavBarLogo,.png,2108
Icon-iPad,.png,7653
Icon,.png,5300
Icon_2x,.png,15900
Info,.pdf,115782
Info,.png,2093
iOSIcon-Auth,.psd,1854313
iTunesArtwork,.png,238555
PlusButton,.pdf,70521
PlusButton,.png,2144
Refresh,.pdf,86263
Refresh,.png,4469
strongauth,.pdf,267587
CITATION,.cff,392
requirements,.txt,1539
text,.txt,35046
bus,.jpg,487438
zidane,.jpg,168949
additional_requirements,.txt,105
optimizer_config,.json,3020
CITATION,.cff,406
requirements,.txt,1588
bus,.jpg,487438
zidane,.jpg,168949
bus,.jpg,494937
zidane,.jpg,253248
bus,.jpg,494937
zidane,.jpg,253248
additional_requirements,.txt,109
optimizer_config,.json,3229
README.dataset,.txt,152
README.roboflow,.txt,754
IMG_20221025_160618_jpg.rf.193974f738cf16b3faa378fe66bf093c,.jpg,115140
IMG_20221025_160634_1_jpg.rf.afac0f53ba6abe82e17e584fac233135,.jpg,134792
IMG_20221025_160640_1_jpg.rf.582964cf633b1f1fa3441679c26638bc,.jpg,144312
IMG_20221025_160640_jpg.rf.609a9435d29581373dac02ad1e3f68d3,.jpg,127289
IMG_20221025_160750_jpg.rf.7b5cbf53010c3a79304cc832dd1f6f6f,.jpg,31515
IMG_20221025_160753_jpg.rf.35e16d9851917b96106dd4e0c6f23e09,.jpg,50351
IMG_20221025_160814_jpg.rf.556e39b5da05fbc1c72a84d1f5d45c37,.jpg,56781
IMG_20221025_160618_jpg.rf.193974f738cf16b3faa378fe66bf093c,.txt,43
IMG_20221025_160634_1_jpg.rf.afac0f53ba6abe82e17e584fac233135,.txt,1378
IMG_20221025_160640_1_jpg.rf.582964cf633b1f1fa3441679c26638bc,.txt,42
IMG_20221025_160640_jpg.rf.609a9435d29581373dac02ad1e3f68d3,.txt,43
IMG_20221025_160750_jpg.rf.7b5cbf53010c3a79304cc832dd1f6f6f,.txt,77
IMG_20221025_160753_jpg.rf.35e16d9851917b96106dd4e0c6f23e09,.txt,41
IMG_20221025_160814_jpg.rf.556e39b5da05fbc1c72a84d1f5d45c37,.txt,204
IMG_20221025_160620_jpg.rf.9a358d1b0e183edbe26c05568d04b230,.jpg,103239
IMG_20221025_160628_1_jpg.rf.d40a84be0561c481a8e194f36e740dec,.jpg,117657
IMG_20221025_160628_jpg.rf.8f05cdb0c0beb10249b79626400e6df2,.jpg,119480
IMG_20221025_160629_jpg.rf.b1c517fb23e59ccc17c39f9562331054,.jpg,119882
IMG_20221025_160630_jpg.rf.62181c296e3f1a878c5ed0f78fd476d3,.jpg,125605
IMG_20221025_160631_jpg.rf.e0a69ac5782de04ab72bffdf1fdd6d96,.jpg,130221
IMG_20221025_160632_jpg.rf.0fbe1d055e268e4a9f618aea4a170860,.jpg,132660
IMG_20221025_160634_jpg.rf.3ac88e9bf358cef8dda9837db65b0725,.jpg,151154
IMG_20221025_160637_jpg.rf.6eff43c68df0b7a0be0e4d85210d5ed3,.jpg,139092
IMG_20221025_160638_1_jpg.rf.11a7265f3a96bf356218d8a27f521daa,.jpg,135339
IMG_20221025_160645_jpg.rf.3873dce79bd658114bc79a77c8698804,.jpg,129516
IMG_20221025_160650_1_jpg.rf.b5edff990b5c002e76195d2ce1fb3cd4,.jpg,119527
IMG_20221025_160650_jpg.rf.ff6803aac3efd82cb00ab990d53157f3,.jpg,123283
IMG_20221025_160655_jpg.rf.753dfba06e7c985b76dac61a5ce39c43,.jpg,150054
IMG_20221025_160715_jpg.rf.42f0157eb3cf76b57c247c32420c02fa,.jpg,130139
IMG_20221025_160717_jpg.rf.fe97d8f8118d77676f2b78deb3c48e2c,.jpg,110700
IMG_20221025_160724_jpg.rf.c2e488cf5b6236ee00914f0f4b3b362d,.jpg,89246
IMG_20221025_160730_jpg.rf.1a9fa9ba13163529d61269fe8c56ba67,.jpg,92863
IMG_20221025_160734_jpg.rf.a2989a067b5471df8de98e7416b8304f,.jpg,97499
IMG_20221025_160740_jpg.rf.374e2cee743bce9e68e7396131b7a170,.jpg,93641
IMG_20221025_160743_jpg.rf.2ed1e0270a78b25c479d506d1d838f52,.jpg,38421
IMG_20221025_160748_jpg.rf.e164ae386f3d304db0fdb083166fc876,.jpg,40869
IMG_20221025_160751_1_jpg.rf.6692f0831687335bdec067fcfd34f120,.jpg,29255
IMG_20221025_160751_jpg.rf.2e6c3bbd62cce5aeb0c1dd4855ebd6b6,.jpg,34883
IMG_20221025_160752_jpg.rf.28b5aae35190f2e6059660c2fe2a6c11,.jpg,35440
IMG_20221025_160756_1_jpg.rf.fcba73b7c36e60fb389f8153f34556f6,.jpg,49406
IMG_20221025_160756_jpg.rf.c66d9562f060865e2bffaa951e649418,.jpg,38568
IMG_20221025_160757_1_jpg.rf.26652cb25e81011145e78b6f1286037b,.jpg,38829
IMG_20221025_160757_jpg.rf.7db42de0f0849d393262a8b1c549f5fe,.jpg,48256
IMG_20221025_160759_jpg.rf.e398f358efaf4806882b60674c5e65c0,.jpg,36610
IMG_20221025_160805_jpg.rf.07093a58889e8fb46cd53b52ddb977b4,.jpg,35273
IMG_20221025_160807_jpg.rf.1d658c0ec148904f51fa5dd3cbc865ff,.jpg,39341
IMG_20221025_160808_jpg.rf.fb8379502dd8e7762c14aa3514fd3190,.jpg,31199
IMG_20221025_160809_jpg.rf.761cee3985db6e83d1956e98ea18131a,.jpg,40965
IMG_20221025_160810_jpg.rf.d66a9653103bf15ef46d34ab1fb9ce56,.jpg,42239
IMG_20221025_160620_jpg.rf.9a358d1b0e183edbe26c05568d04b230,.txt,70
IMG_20221025_160628_1_jpg.rf.d40a84be0561c481a8e194f36e740dec,.txt,207
IMG_20221025_160628_jpg.rf.8f05cdb0c0beb10249b79626400e6df2,.txt,123
IMG_20221025_160629_jpg.rf.b1c517fb23e59ccc17c39f9562331054,.txt,241
IMG_20221025_160630_jpg.rf.62181c296e3f1a878c5ed0f78fd476d3,.txt,41
IMG_20221025_160631_jpg.rf.e0a69ac5782de04ab72bffdf1fdd6d96,.txt,0
IMG_20221025_160632_jpg.rf.0fbe1d055e268e4a9f618aea4a170860,.txt,0
IMG_20221025_160634_jpg.rf.3ac88e9bf358cef8dda9837db65b0725,.txt,1594
IMG_20221025_160637_jpg.rf.6eff43c68df0b7a0be0e4d85210d5ed3,.txt,42
IMG_20221025_160638_1_jpg.rf.11a7265f3a96bf356218d8a27f521daa,.txt,43
IMG_20221025_160645_jpg.rf.3873dce79bd658114bc79a77c8698804,.txt,0
IMG_20221025_160650_1_jpg.rf.b5edff990b5c002e76195d2ce1fb3cd4,.txt,45
IMG_20221025_160650_jpg.rf.ff6803aac3efd82cb00ab990d53157f3,.txt,0
IMG_20221025_160655_jpg.rf.753dfba06e7c985b76dac61a5ce39c43,.txt,39
IMG_20221025_160715_jpg.rf.42f0157eb3cf76b57c247c32420c02fa,.txt,0
IMG_20221025_160717_jpg.rf.fe97d8f8118d77676f2b78deb3c48e2c,.txt,42
IMG_20221025_160724_jpg.rf.c2e488cf5b6236ee00914f0f4b3b362d,.txt,0
IMG_20221025_160730_jpg.rf.1a9fa9ba13163529d61269fe8c56ba67,.txt,45
IMG_20221025_160734_jpg.rf.a2989a067b5471df8de98e7416b8304f,.txt,27
IMG_20221025_160740_jpg.rf.374e2cee743bce9e68e7396131b7a170,.txt,42
IMG_20221025_160743_jpg.rf.2ed1e0270a78b25c479d506d1d838f52,.txt,0
IMG_20221025_160748_jpg.rf.e164ae386f3d304db0fdb083166fc876,.txt,161
IMG_20221025_160751_1_jpg.rf.6692f0831687335bdec067fcfd34f120,.txt,86
IMG_20221025_160751_jpg.rf.2e6c3bbd62cce5aeb0c1dd4855ebd6b6,.txt,119
IMG_20221025_160752_jpg.rf.28b5aae35190f2e6059660c2fe2a6c11,.txt,114
IMG_20221025_160756_1_jpg.rf.fcba73b7c36e60fb389f8153f34556f6,.txt,156
IMG_20221025_160756_jpg.rf.c66d9562f060865e2bffaa951e649418,.txt,174
IMG_20221025_160757_1_jpg.rf.26652cb25e81011145e78b6f1286037b,.txt,85
IMG_20221025_160757_jpg.rf.7db42de0f0849d393262a8b1c549f5fe,.txt,127
IMG_20221025_160759_jpg.rf.e398f358efaf4806882b60674c5e65c0,.txt,162
IMG_20221025_160805_jpg.rf.07093a58889e8fb46cd53b52ddb977b4,.txt,169
IMG_20221025_160807_jpg.rf.1d658c0ec148904f51fa5dd3cbc865ff,.txt,130
IMG_20221025_160808_jpg.rf.fb8379502dd8e7762c14aa3514fd3190,.txt,128
IMG_20221025_160809_jpg.rf.761cee3985db6e83d1956e98ea18131a,.txt,111
IMG_20221025_160810_jpg.rf.d66a9653103bf15ef46d34ab1fb9ce56,.txt,80
IMG_20221025_160630_1_jpg.rf.258e18c229cb00c9ebf17801025021ea,.jpg,124863
IMG_20221025_160638_jpg.rf.16cd564129bc3f4283b332bdaf9bfd1b,.jpg,131818
IMG_20221025_160652_jpg.rf.8c852a8b2a0780c9b90942e1b82842aa,.jpg,131704
IMG_20221025_160653_jpg.rf.91cbc48d31537395da80d9c0569443b6,.jpg,113474
IMG_20221025_160718_jpg.rf.496a04b745ee630bc570b32c988d9fad,.jpg,98274
IMG_20221025_160758_jpg.rf.2b0c2582cda20c0b1162dfa57581aead,.jpg,45978
IMG_20221025_160801_jpg.rf.837e6bfb07dd3e27e50b42330bde05b6,.jpg,31623
IMG_20221025_160806_jpg.rf.775727b45c639f6e9eefb42f3054c64c,.jpg,34588
IMG_20221025_160810_1_jpg.rf.11982c60f72f709765ca2f08e6a9669c,.jpg,35033
IMG_20221025_160630_1_jpg.rf.258e18c229cb00c9ebf17801025021ea,.txt,2302
IMG_20221025_160638_jpg.rf.16cd564129bc3f4283b332bdaf9bfd1b,.txt,41
IMG_20221025_160652_jpg.rf.8c852a8b2a0780c9b90942e1b82842aa,.txt,44
IMG_20221025_160653_jpg.rf.91cbc48d31537395da80d9c0569443b6,.txt,42
IMG_20221025_160718_jpg.rf.496a04b745ee630bc570b32c988d9fad,.txt,40
IMG_20221025_160758_jpg.rf.2b0c2582cda20c0b1162dfa57581aead,.txt,130
IMG_20221025_160801_jpg.rf.837e6bfb07dd3e27e50b42330bde05b6,.txt,0
IMG_20221025_160806_jpg.rf.775727b45c639f6e9eefb42f3054c64c,.txt,167
IMG_20221025_160810_1_jpg.rf.11982c60f72f709765ca2f08e6a9669c,.txt,0
max-soha ItemOrders,.txt,1333
curve,.png,142456
epoch,.png,415377
prediction,.png,338474
CITATION,.cff,406
requirements,.txt,1588
bus,.jpg,487438
zidane,.jpg,168949
README.dataset,.txt,152
README.roboflow,.txt,754
IMG_20221025_160618_jpg.rf.193974f738cf16b3faa378fe66bf093c,.jpg,115140
IMG_20221025_160634_1_jpg.rf.afac0f53ba6abe82e17e584fac233135,.jpg,134792
IMG_20221025_160640_1_jpg.rf.582964cf633b1f1fa3441679c26638bc,.jpg,144312
IMG_20221025_160640_jpg.rf.609a9435d29581373dac02ad1e3f68d3,.jpg,127289
IMG_20221025_160750_jpg.rf.7b5cbf53010c3a79304cc832dd1f6f6f,.jpg,31515
IMG_20221025_160753_jpg.rf.35e16d9851917b96106dd4e0c6f23e09,.jpg,50351
IMG_20221025_160814_jpg.rf.556e39b5da05fbc1c72a84d1f5d45c37,.jpg,56781
IMG_20221025_160618_jpg.rf.193974f738cf16b3faa378fe66bf093c,.txt,43
IMG_20221025_160634_1_jpg.rf.afac0f53ba6abe82e17e584fac233135,.txt,1378
IMG_20221025_160640_1_jpg.rf.582964cf633b1f1fa3441679c26638bc,.txt,42
IMG_20221025_160640_jpg.rf.609a9435d29581373dac02ad1e3f68d3,.txt,43
IMG_20221025_160750_jpg.rf.7b5cbf53010c3a79304cc832dd1f6f6f,.txt,77
IMG_20221025_160753_jpg.rf.35e16d9851917b96106dd4e0c6f23e09,.txt,41
IMG_20221025_160814_jpg.rf.556e39b5da05fbc1c72a84d1f5d45c37,.txt,204
IMG_20221025_160620_jpg.rf.9a358d1b0e183edbe26c05568d04b230,.jpg,103239
IMG_20221025_160628_1_jpg.rf.d40a84be0561c481a8e194f36e740dec,.jpg,117657
IMG_20221025_160628_jpg.rf.8f05cdb0c0beb10249b79626400e6df2,.jpg,119480
IMG_20221025_160629_jpg.rf.b1c517fb23e59ccc17c39f9562331054,.jpg,119882
IMG_20221025_160630_jpg.rf.62181c296e3f1a878c5ed0f78fd476d3,.jpg,125605
IMG_20221025_160631_jpg.rf.e0a69ac5782de04ab72bffdf1fdd6d96,.jpg,130221
IMG_20221025_160632_jpg.rf.0fbe1d055e268e4a9f618aea4a170860,.jpg,132660
IMG_20221025_160634_jpg.rf.3ac88e9bf358cef8dda9837db65b0725,.jpg,151154
IMG_20221025_160637_jpg.rf.6eff43c68df0b7a0be0e4d85210d5ed3,.jpg,139092
IMG_20221025_160638_1_jpg.rf.11a7265f3a96bf356218d8a27f521daa,.jpg,135339
IMG_20221025_160645_jpg.rf.3873dce79bd658114bc79a77c8698804,.jpg,129516
IMG_20221025_160650_1_jpg.rf.b5edff990b5c002e76195d2ce1fb3cd4,.jpg,119527
IMG_20221025_160650_jpg.rf.ff6803aac3efd82cb00ab990d53157f3,.jpg,123283
IMG_20221025_160655_jpg.rf.753dfba06e7c985b76dac61a5ce39c43,.jpg,150054
IMG_20221025_160715_jpg.rf.42f0157eb3cf76b57c247c32420c02fa,.jpg,130139
IMG_20221025_160717_jpg.rf.fe97d8f8118d77676f2b78deb3c48e2c,.jpg,110700
IMG_20221025_160724_jpg.rf.c2e488cf5b6236ee00914f0f4b3b362d,.jpg,89246
IMG_20221025_160730_jpg.rf.1a9fa9ba13163529d61269fe8c56ba67,.jpg,92863
IMG_20221025_160734_jpg.rf.a2989a067b5471df8de98e7416b8304f,.jpg,97499
IMG_20221025_160740_jpg.rf.374e2cee743bce9e68e7396131b7a170,.jpg,93641
IMG_20221025_160743_jpg.rf.2ed1e0270a78b25c479d506d1d838f52,.jpg,38421
IMG_20221025_160748_jpg.rf.e164ae386f3d304db0fdb083166fc876,.jpg,40869
IMG_20221025_160751_1_jpg.rf.6692f0831687335bdec067fcfd34f120,.jpg,29255
IMG_20221025_160751_jpg.rf.2e6c3bbd62cce5aeb0c1dd4855ebd6b6,.jpg,34883
IMG_20221025_160752_jpg.rf.28b5aae35190f2e6059660c2fe2a6c11,.jpg,35440
IMG_20221025_160756_1_jpg.rf.fcba73b7c36e60fb389f8153f34556f6,.jpg,49406
IMG_20221025_160756_jpg.rf.c66d9562f060865e2bffaa951e649418,.jpg,38568
IMG_20221025_160757_1_jpg.rf.26652cb25e81011145e78b6f1286037b,.jpg,38829
IMG_20221025_160757_jpg.rf.7db42de0f0849d393262a8b1c549f5fe,.jpg,48256
IMG_20221025_160759_jpg.rf.e398f358efaf4806882b60674c5e65c0,.jpg,36610
IMG_20221025_160805_jpg.rf.07093a58889e8fb46cd53b52ddb977b4,.jpg,35273
IMG_20221025_160807_jpg.rf.1d658c0ec148904f51fa5dd3cbc865ff,.jpg,39341
IMG_20221025_160808_jpg.rf.fb8379502dd8e7762c14aa3514fd3190,.jpg,31199
IMG_20221025_160809_jpg.rf.761cee3985db6e83d1956e98ea18131a,.jpg,40965
IMG_20221025_160810_jpg.rf.d66a9653103bf15ef46d34ab1fb9ce56,.jpg,42239
IMG_20221025_160620_jpg.rf.9a358d1b0e183edbe26c05568d04b230,.txt,70
IMG_20221025_160628_1_jpg.rf.d40a84be0561c481a8e194f36e740dec,.txt,207
IMG_20221025_160628_jpg.rf.8f05cdb0c0beb10249b79626400e6df2,.txt,123
IMG_20221025_160629_jpg.rf.b1c517fb23e59ccc17c39f9562331054,.txt,241
IMG_20221025_160630_jpg.rf.62181c296e3f1a878c5ed0f78fd476d3,.txt,41
IMG_20221025_160631_jpg.rf.e0a69ac5782de04ab72bffdf1fdd6d96,.txt,0
IMG_20221025_160632_jpg.rf.0fbe1d055e268e4a9f618aea4a170860,.txt,0
IMG_20221025_160634_jpg.rf.3ac88e9bf358cef8dda9837db65b0725,.txt,1594
IMG_20221025_160637_jpg.rf.6eff43c68df0b7a0be0e4d85210d5ed3,.txt,42
IMG_20221025_160638_1_jpg.rf.11a7265f3a96bf356218d8a27f521daa,.txt,43
IMG_20221025_160645_jpg.rf.3873dce79bd658114bc79a77c8698804,.txt,0
IMG_20221025_160650_1_jpg.rf.b5edff990b5c002e76195d2ce1fb3cd4,.txt,45
IMG_20221025_160650_jpg.rf.ff6803aac3efd82cb00ab990d53157f3,.txt,0
IMG_20221025_160655_jpg.rf.753dfba06e7c985b76dac61a5ce39c43,.txt,39
IMG_20221025_160715_jpg.rf.42f0157eb3cf76b57c247c32420c02fa,.txt,0
IMG_20221025_160717_jpg.rf.fe97d8f8118d77676f2b78deb3c48e2c,.txt,42
IMG_20221025_160724_jpg.rf.c2e488cf5b6236ee00914f0f4b3b362d,.txt,0
IMG_20221025_160730_jpg.rf.1a9fa9ba13163529d61269fe8c56ba67,.txt,45
IMG_20221025_160734_jpg.rf.a2989a067b5471df8de98e7416b8304f,.txt,27
IMG_20221025_160740_jpg.rf.374e2cee743bce9e68e7396131b7a170,.txt,42
IMG_20221025_160743_jpg.rf.2ed1e0270a78b25c479d506d1d838f52,.txt,0
IMG_20221025_160748_jpg.rf.e164ae386f3d304db0fdb083166fc876,.txt,161
IMG_20221025_160751_1_jpg.rf.6692f0831687335bdec067fcfd34f120,.txt,86
IMG_20221025_160751_jpg.rf.2e6c3bbd62cce5aeb0c1dd4855ebd6b6,.txt,119
IMG_20221025_160752_jpg.rf.28b5aae35190f2e6059660c2fe2a6c11,.txt,114
IMG_20221025_160756_1_jpg.rf.fcba73b7c36e60fb389f8153f34556f6,.txt,156
IMG_20221025_160756_jpg.rf.c66d9562f060865e2bffaa951e649418,.txt,174
IMG_20221025_160757_1_jpg.rf.26652cb25e81011145e78b6f1286037b,.txt,85
IMG_20221025_160757_jpg.rf.7db42de0f0849d393262a8b1c549f5fe,.txt,127
IMG_20221025_160759_jpg.rf.e398f358efaf4806882b60674c5e65c0,.txt,162
IMG_20221025_160805_jpg.rf.07093a58889e8fb46cd53b52ddb977b4,.txt,169
IMG_20221025_160807_jpg.rf.1d658c0ec148904f51fa5dd3cbc865ff,.txt,130
IMG_20221025_160808_jpg.rf.fb8379502dd8e7762c14aa3514fd3190,.txt,128
IMG_20221025_160809_jpg.rf.761cee3985db6e83d1956e98ea18131a,.txt,111
IMG_20221025_160810_jpg.rf.d66a9653103bf15ef46d34ab1fb9ce56,.txt,80
